text,racismo,Busca
sou eu Maria Mulambo. senhora de seu Lúcifer. quem me quiser bem boa sorte. quem me quiser mal boa morte. escolha o que tu quiser!!! madrugada eeeeê,0,3
sou eu maria mulambo. senhora de seu lúcifer. quem me quiser bem. boa sorte. quem me quiser mal. boa morte,0,3
Tmnc seus mulambo lixo aqui é Corinthians ???????,0,3
Vou lhe ensinar a brincadeira da Mulambo. uma vela acesa no meio da encruza quem jurou a minha morte hoje me pede ajuda. olha  lá meu Santo Antônio como esse mundo é quem tentou me derruba caiu e eu fiquei em pé,0,3
to triste. chorosa e quero morrer dormindo. depois de virar macumbeira passei a ter menos medo da minha morte ,0,3
Ela é bruxa das almas,0,3
Dia 8 eu vou fazer tanta pergunta pra mulambo se eu tiver oportunidade que é capaz dela me dar um soco e mandar eu parar,0,3
Meu tio pra insultar uma pessoa. chamou ela de Macumbeira. Eu disse a ele que isso não era uma ofensa pq não tem problema nenhum nisso. até pq o BR é um país Laico.  O fdp me responde. Eu sou cristão. adoro a Cristo e quem não é assim segue o diabo,0,3
ela é bruxa das almas ela é um exu. na boca do lixo é maria mulambo,0,3
"A mulambo sempre falo ""qualquer oportunidade de te fuder eu vou"" nunca será diferente. Caso de amor e ódio ???",0,3
Foi quando ela me apareceu.tão linda.formosa e bela ,0,3
ela é bruxa das almas. ela é um Exu,0,3
Ela é do lixo ao luxo é do trapo ao pó..,0,3
Tive oportunidade de dar um beijinho na pretinha ontem e n aproveitei ??,0,3
"Imagina que suplício deve ter sido pra michele sustentar esse casamento de fachada por tanto tempo? E ainda aturar a bancada evangélica sendo macumbeira! 

Eu ia preferir a morte kkkkkkk",0,3
A partir de 01 de janeiro de 2023. o Brasil não só terá um bandido no poder. o Brasil também terá uma primeira dama Macumbeira.,0,3
"""O brasileiro é muito burro""",0,3
"""amo uma pretinha""",0,3
"Ainda bem q eu não preciso da família do meu pai p nada. pra eles eu sou a macumbeira. anticristo e apoiadora de bandido.
Nunca fui tão feliz por ser assim",0,3
Ex piranha. ex fumadora de maconha. ex macumbeira. ex sapatao. ex marmita de bandido. ex comedor de Viado. ex ladrao e agora é Bolsonaro 22 pela família e pela igreja kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk aaaaaaaah caralhoooooo,0,3
"Macumba é do diabo né. mas a macumbeira aqui chorou várias noites pelo sofrimento das pessoas e ora todos os dias para que o sol brilhe para todos
Enquanto muitos crentes desejam a morte dos outros",0,3
“Que macumbeira meus amigos. que macumbeira ??????????”,0,3
fdp fica me chamando de pretinha . tu quer me ganhar né?,0,3
oi quero namorar com essa pretinha. mas a fdp n facilita,0,3
Tão linda. tão formosa e bela. me olhando me dizia assim Sou eu Maria Mulambo. senhora de seu Lúcifer. quem me quiser bem. boa sorte quem me quiser mal. boa morte escolha o que tu quiser,0,3
Essa direção merece tudo isso .,0,3
"Sou mulambo. sou da favela. sou do povão. sou guerreiro. Sou marrento. sou do samba. sou do rock. sou do pop. Sou rico. sou pobre. Sou dentista. sou frentista. Sou polícia. sou bandido. Sou 37 milhões em um só! 
sou o temido. invejado. tão secado!Quem sou eu? Prazer. sou eterno",0,3
O lá no mato tem um lixo.,0,3
Pra falar seu nome tem que ter capricho. olha seu chapéu de palha. Maria mulambo achou no lixo??????,0,3
Madrugada ae. madruga ,0,3
Ela é bruxa das almas. ela é o exu. Na boca do lixo. ela é Maria Mulambo,0,3
Mensagem de Maria Mulambo para as iniciais. A. H. O. V. D. L. T. ,0,3
no z. meu tinder só tem branca da puc/uni. vai toma no cu. aplicativo lixo. nenhuma pretinha p eu papear. desgraça,0,3
sou eu maria mulambo senhora de seu lúcifer ,0,3
Ela é Maria Mulambo. senhora de Seu Lucifér. ,0,3
Calundeira,0,3
me chamava de “minha pretinha”. descobri que o fdp tinha logo uma senzala,0,3
Dizem que a mulambo vem do lixo com a sua saia cheia de nó,0,3
Linha do lixo chefiada por Mulambo é uma linha muito importante e muito próxima ao nosso cotidiano. e não vejo muita gente falando sobre.,0,3
Estão plantando pimenta querendo colher morango. Vou te ensinar a brincadeira da mulambo. ,0,3
Foi quando ela apareceu.,0,3
Olha o poder do lixo. vassoura de Mulambo nela tem feitiço. a sua vida ela pode levantar com um estralar de dedos ela pode derrubar. da macumba Ae da macumba ae ela é Maria Mulambo e vai fazer acontecer,0,3
"""Quem me quiser bem boa sorte",0,3
é mulambo que gira no lixo ela não dá ponto sem nó ??,0,3
maria mulambo diz: perdas são necessárias.. ninguém limpa a casa sem tirar o lixo ??????,0,3
Que vergonha deste Povo racistas FDP .qual a diferença das atitudes da @Dra_Deolane  e @Karolconka  .a pretinha .vcs detonaram a Loira vcs acham lacração .isso inclui povo.midia .tv.jornais .programas de fofoca .cambada de radistad fdp,0,3
Sem descriminação. mas quero dar parabéns aos nordestinos e sulistas que votaram no larápio.,0,3
Vai me chamando d macumbeira pra ver o jeito q vc aparece amanhã fdp,0,3
queria mt. mas nego até a morte,0,3
pra eu pegar raiva de alguém ela tem que ser muito FDP cmg. e tem nego se esforçando pra caralho pra conseguir,0,3
Nego perde a oportunidade de ficar calado mesmo. Tá querendo explanar as coisas e eu vou explanar a cara dele logo logo. Ou você se controla ou o negócio vai ficar feio pro teu lado parsa. Não me  queira como inimiga,0,3
Esse nego di paga uma rajada. ma quando o Poze deu a morte pra ele fico bem caladinho que nem um choca,0,3
o cara jogou muito de adc. nao nego. mas mano. eu merecia esse mvp. tinha mais participação. menos morte. estive em TODAS objetivos. e tive menos mortes. o cara só deu dano e fez coisa porque EU estava dando peel. vida de sup ne ??????,0,3
Nego aqui no trabalho não perde uma oportunidade de ficar calado . tem que soltar uma gracinha. ??,0,3
Se alguém falar que eu acordei 7h pra ver esse joguinho safado eu nego até a morte,0,3
ontem a noite você pediu você pediu Uma oportunidade mais uma chance como Deus é bom né não nego? ??,0,3
meu gênio ruim e fdp veio todo do meu genitor. e eu n nego q amo kkkk,0,3
pois que bom que eu nasci com o dom de fingir demência. se me perguntar se me afetou. nego até a morte e ngm pode dizer ao contrário,0,3
o cara me pede dinheiro pra comprar cachaça na rua. eu nego e ele me ameaça de morte (???????????) depois quebro um filho da puta desse na porrada e saio como errado. se eu não estivesse MANCANDO esse filho da puta tava mto fudido,0,3
Primeira oportunidade nego tá pisando quando for minha vez será sem simpatia tbm ????,0,3
Como pode ter tanto nego fdp nessa cdd ??,0,3
que saudade do começo do ano passado. mas se tivesse oportunidade p viver tudo q eu vivi lá atrás eu iria recusar todas elas.! me nego a passar pelo que eu passei.,0,3
"Eu vivi pra ver uma treta de choquei x FOLHA DE S. PAULO e nego dando razão pra choquei

Sinceramente eu me sinto jogando 4 anos de faculdade no lixo",0,3
vi um post do allan agr. e porra me passou um filme na cabeça de quando éramos mt amigos. a gente saía juntos tds finais de semana praticamente e nego as vezes até confundia achando q a gente se pegava por andar tao junto kkkkkk q sdds desse fdp,0,3
Mano. toda hora status ou postagem de nego sendo Furtado em mesquita. logo na época que está cheio de Blits pela cidade.. só pra f@der trabalhador. os bandidos estão fazendo a festa na cidade. ou seja. você se fode de uma forma ou de outra. policia ou bandido.. ?????????,0,3
a resposta é sim. eu nego até a morte. mas saiba que sim,0,3
Fiz sim. mas nego até a morte kakakaka,0,3
"Confira o estudo bíblico: Daniel 3 - Sadraque. Mesaque e Abednego no ""vale da sombra da morte""

Sadraque. Mesaque e Abednego. nos faz l...
#Deus #Jesus #Biblia #versículos #Devocional #Fé #Motivacional",0,3
fiz pior .mas se alguém perguntar eu nego até a morte kkkkKK,0,3
"Essa galerinha que nunca foi num estádio na vida falando mal do Neymar por causa de opinião política

O fdp tá tão bem quanto na temporada da Champions de 2020 e nego desejando LESÃO

Imagine ser babaca ao ponto de desejar q um membro da sua seleção lesione",0,3
nego joga saco de biscoito e lixo no chão do ônibus na cr de pau q isso ser humano é uma praga,0,3
tem nego falando merda no tt sobre a morte do mano. né? vai ser buscado dentro de casa p parar de ser um babaca,0,3
filha da puta acendeu um cabeção de nego e tacou dentro do lixo logo quando eu tava passando. é por isso que eu odeio caxias,0,3
Kkkk cheio de prova da faculdade e nego me perguntando de copa. vai toma no cu com isso fdp kkkkkkkkkkkkkk,0,3
Nêgo não lotou uma vez as ruas. Só sindicato e meia dúzia de cabelo azul.daí vcs falam que ganhou a eleição? Vai jornalista esquerdista lixo,0,3
eu odeio ambiente escolar eu simplesmente n consigo aprender nada em sala d aula eh td bagunçado da pior forma possível n da pra se concentrar cm 37 nego falando ao msm tempo quando alguém pensou q todo mundo ia se adaptar nesse lixo,0,3
se o Brasil tomar um gol pra Camarões nessa Copa é papo de nego querer a morte do Tite,0,3
"Mano. depois o pessoal me pergunta porque eu não troco a fatec. porra o pessoal você fala ""a"" brota 30 nego... Esses fdp da PUC. pelo menos a minha. não agita nada... Que ódio.",0,3
"Fala. Amaral! 

""Agradeço a Deus pela oportunidade que me deu. Uma honra representar o meu país"". 

Felipe Amaral. volante da Macaca. após a disputa dos jogos amistosos da Seleção Brasileira SUB20 no Chile.

#VamosPonte #PontePreta #JogamosJuntos",0,3
fiz a trend lá de touchable só p tantas pessoas e a pietra veio zoar um deles… sério acho que se me perguntarem se eu já beijei ele eu nego até a minha morte. que arrependimento,0,3
Fico olhando assim.tenho ódio de mim por ser boa demais.pq nego pinta com a minha cara. Queria não ter coração bom e ser fdp.,0,3
eu nego ate a morte mas eu quero mt,0,3
Nego ver meu stts e vem fala “ah vida boa” mais ninguém ver eu trabalhando igual uma fdp né ??,0,3
eu faço um favor e nego quer me cobrar como se fosse minha obrigação. só se eu fosse muito fdp né,0,3
fiz pior. mas se alguém me perguntar eu nego até a morte,0,3
smp que eu tiver a oportunidade de negar eu nego msm até o fiiim. até pq a minha vida privada não é da conta de ngm ??,0,3
fiz pior. mas se alguém perguntar eu nego até a morte kkkkkkkkkk,0,3
"Engraçado. nego falando. metendo o pau no Pokemon novo. ainnn bugado. nintendo lixo. mas continua streamando kkkkkkkkk
vai entender",0,3
"Todo mundo diz
Que é melhor eu esquecer
Porque você não me merece
E sempre me procura quando te convém
Eu não nego. aceito??",0,3
KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK E TEM NEGO QUE TORCE PRA ESSE LIXO DE SELEÇÃO,0,3
Faço os baglh pensando nos outros p não desagradar. mas na primeira oportunidade nego faz 15x pior cmg. aprendo nunca.,0,3
"obaaaa mais um dia lindão. já dizia o 
@manobrown
: ""ontem à noite você pediu.uma oportunidade. mais uma chance. como deus é bom. né não. nego?
olha aí. mais um dia todo seu
que céu azul loco. hein?""",0,3
Eu nego até a morte que sou eu KKKKKKKK,0,3
Nego até a morte que sou uma pessoa ciumenta. mas hoje minha amiga fez o favor de fazer uma retrospectiva de que tudo oq já fiz por ciúmes e meu anjo. impossível negar a partir de hoje. Vergonhoso,0,3
não aguento mais nego reclamando q vai passar a copa e o fim de ano sem “um love”. vtmnc mn ta carente adota um cachorro fdp,0,3
Fica nois fica mais ser alguém perguntar nego ate a morte bb????,0,3
vc pediu uma oportunidade. mais uma chance. como deus eh bom ne nao nego? olha ai mais um dia todo seu,0,3
gurias sem@julgamento se descobrirem os feio que ja fiquei nego ate a morte ??,0,3
cuspo no prato q já comi sim !! se n deu certo nego até a morte q um dia eu passei por ali,0,3
se a mãe da mina perguntar se eu participei disso eu nego até a morte,0,3
Tem um grupo de pessoas na minha sala que vsf. nego consegue ser burro. insuportavel. e fazer da vida dele e dos proximos o maior inferno da vontade de estampar a sola do meu sapato 3 vezes na caras desses fdp,0,3
eu nego até a morte quando me perguntam se eu já fiquei com esse mlk,0,3
Nego gosta de andar lado a lado com a morte,0,3
“tu ta é carente” ow nego fdp,0,3
nego até a morte que peguei esse,0,3
quero ele? sim. mas se perguntarem eu nego até a morte,0,3
é por isso que n gosto de me meter em certos assunto. nego n tem cu p segurar a pica e na primeira oportunidade já quer meter quem n tem nada a ver com a situação,0,3
Graças a Deus eu nego até a morte q a gente já se pegou KKKKK??,0,3
nego até a morte. mas tem um edit do francis e da lola que eu amo ver quando tô triste. me deixa animada na hora,0,3
vou de fone pra academia pra nego n falar cmg. mas ainda tem fdp q n entende,0,3
Queria ser fdp igual nego fala ??,0,3
Esse mlk é muito fraco. fraco pra klr Moss. o respeito q tinha por esse fdp foi embora! Esse tipo de atitude é q faz nego mata o outro fácil.,0,3
"nstagram lembrando que ano passado essa época do ano eu tava apaixonado por um dos maiores surtos da minha vida.

Como é bom superar trauma e rir de como você foi idiota né?

Enfim. nego até a morte que já gostei.",0,3
Muito triste com a morte do Léo. colega de infância sempre fomos da mesma sala várias lembranças dele… que Deus te receba de braços abertos nego ????????,0,3
e ainda tenho fama de fdp. nego q n vai ca minha cara. me excluem… enfim,0,3
"sim vou sentir falta da faculdade. muitaaa

mas nego até a morte",0,3
nego seguindo anti que ja ameaçou o pai e o irmao do jimin de morte e quer meter q nao sabe de nada,0,3
ontem a noite você pediu. pediu uma oportunidade. mais uma chance… como Deus é bom né não nego?!,0,3
"Acho engraçado nego falando ""ah. atitudes de adolescente"" mas n perde a oportunidade da tomar as mesmas atitudes",0,3
Capaz que o Nego Di iria perder a oportunidade de fazer vídeo sobre o assunto da mina que levou um não,0,3
Nós Trabalha igual um fdp. de segunda a segunda. sem folga e nego só ver quando nós estamos “relaxando”. vai tomar no cu me abandona,0,3
Se alguém perguntar. eu nego até a morte,0,3
Minha vó contando que minha mãe falou que não tem nada ve. q eu nunca tive nada com o menino. ai ela “ou você já pegou?” ahahahahahhahahah sim. mas nego até a morte,0,3
tão gostosinho fazer as coisas no sigilinho. se alguém me perguntar eu nego até a morte,0,3
"Ontem a noite você pediu. você pediu
Uma oportunidade. mais uma chance
Como Deus é bom. né não nego",0,3
se me perguntarem nego até a morte,0,3
O fdp do motorista falou bem claro que o kadu estava conversando c ele normalmente. mas que ELE no olhômetro confundiu a garrafa do Whiky c uma arma. e nego jurando que o kadu deu “indícios” de que ia rouba e ele kkkkkkkkk namoral é de fuder.,0,3
A hora que eu saio do trabalho. aí depois nego vai fazer fofoca da minha vida. vem ralar no meu lugar tbm fdp,0,3
tem q ser e fdp msm pq se der mole nego te faz de otaria,0,3
sempre quando eu lembro dessas coisas me sobe uma vergonha pqp nego até a morte de que eu fiz,0,3
Impressionante como nego perde a oportunidade de ficar quietooo,0,3
nego lasca todo mundo e quando tem o que merece não sabe o que fez kkkkkkk,0,3
fdp fode bem. o nego tem o molho,0,3
Eu tenho foto com a camisa do palmeiras e do flamengo mas se alguém perguntar se sou eu nego até a morte,0,3
"foda-de messi. eu quero que argentino vá tomar no cu. e o fdp ainda faz piada com latino… nego tem ctza q é europeu

ps- eu sei que isso é uma trend. mas ela é feita com amigos e pessoas conhecidas. não com estranhos aleatórios.",0,3
mas se me perguntarem nego até a morte ??,0,3
Por isso nego fica sonhando com minha morte kkkkkkkkkkkkkk.,0,3
"[20/11/2022 20:50:48] vini cu seco: ele é alto
 [20/11/2022 20:50:55] vini cu seco: e tem uma lapa de pé
[20/11/2022 20:52:33] victor alves: c vai chupar o pé do nego fdp?",0,3
eu tô tão vazio por dentro por saber que amanhã faz dois anos da morte do alan. e acreditem. eu sinto a falta daquele nego safado todo santo dia e principalmente por saber que ele era uma das únicas pessoas que me mandava uns papo cabeça e eu fazia questão de ouvir,0,3
o que eu mais temo não pode acontecer me nego até a morte,0,3
insta eh um lixo tira toda qualidade como pode nego,0,3
Não consigo entender mais nada. é bandido postando foto no Twitter. é trabalhador com emoji escondendo a cara.  É nego preso trocando de mulher toda hora e quem tá na rua é mó luta pra arranjar uma namorada. tá uma confusão que só. bagulho tá doido kkkkkk,0,3
se me lembrarem que eu falei isso eu nego até a morte mas a prova de matemática tava melhor e mais fácil do que a de ciências da natureza,0,3
Trabalho q nem uma fdp pra nego querer meter o 7 com nota falso . aqui tu não me pega não bobo ??,0,3
"A humilhação de hoje. nego botou meus remédios e absorvente tudo numa sacola e levou pro lixo do condomínio. fui atrás da minha sacola de remédio e tava na mochila do catador EU PEDI PRO CATADOR ME DEVOLVER e ele foi super educado e devolv 
me tremendo de raiva q nem um pinscher",0,3
Daqui pra mais tarde vai ter nego me ameaçando de morte kkkkkk,0,3
"Ain o @elonmusk é de direita. imperialista e blá blá blá. 

Tá aí uma grande oportunidade pra muito nego sair do twitter. vcs acham que saem? Porra nenhuma. 
Hipocrisia pura. te odeio....mas...",0,3
Cansei de ser otário. sempre ajudando sempre fazendo por menos e na primeira oportunidade nego bota no meu cu. tem que se foder pra lá. só quero fazer minha parte,0,3
O mascote da copakkkkkkkk. nego é mt fdp pqp,0,3
Poxa nego. tá um domingo tão lindo pra vc ser um fdp ????,0,3
O traidor e o mal impostor sempre andam do nosso lado. mas a oportunidade e o gostinho de errar só acontece se nós dá mole. Nós tá ligado quem é quem. nego cola com maior sorrisão mas não arruma brecha pra nada,0,3
Quando eu voltar a marolar nego vai se morte todo.,0,3
Ontem não sai. dormi a bessa. tive uma crise de tosse FDP e nego achando que eu tava no baile.???????,0,3
fico me perguntando o que esse pessoal esperava de wakanda forever. filme pós morte do ator principal.  mortes no filme só luto no caralho e nego achando o filme chato e parado. Queriam porradaria cósmica. quebra pau ou o que não entendi,0,3
O cara enganou as minas. explanou vídeo íntimo de uma delas e ainda se acha o fodao?? E o pior: tem nego que ta defendendo um lixo desse. vocês são doentes demais puta que pariu,0,3
Fui dormi eo fdp do nego blu aparece na minha porta com um fardo???? q negaozinho q não conhece o fim???????,0,3
pior que eu não tava nem com a intenção de ficar brisado hoje. mas a oportunidade apareceu e isso eu não nego,0,3
"Esse lance de teste psicotécnico é a maior mentira mane

Aqui no meu trabalho tem cada nego SURTADO louquinho da silva (tirando euu)

Duvido q o cara q me ameaçou de morte é são. Ele falava em matar qlqr pessoa por coisas banais kkkkkkkkk

testes psicológicos são uma farsa!!!!!!",0,3
Uma coisa eu tenho dito: Vai faltar presídios pra tanto bandido. E agora. sem a emissão de Passaportes. vai ter muito nego fugindo do Brasil a nado.,0,3
A Beyoncé merece demais album do ano. o renaissance é um projeto incrível. Mas não nego que seria uma delicia ver td mundo espumamdo com o Harry ganhando,0,3
totalmente rendida por ele mas se me perguntarem eu nego até a morte,0,3
A verdade sempre aparece. não adianta correr. mentir. inventar. uma hora ou outra a casa sempre cai. quem fala a verdade não merece castigo. porém o mundo é assim. a casa cai e nego mantém na mentira até o final!,0,3
Eu amo keylla. se ela disser que eu disse isso. eu nego até a morte.,0,3
"no meu velorio eu quero que toquem 3 musicas nessa ordem

a morte do autotune do matue
10k do raffa moreira
nego drama do racionais mc",0,3
eu nego até a morte,0,3
e diz pra mim que tá doida pra sentar sentar sentar no preto cara de bandido. nego todo tatuado a cara do perigo,0,3
"Verdadeiro nego drama a flor que nasceu do lixo??
Parceiro juntaram bk e major… meu Deus irmão",0,3
Consideração q tô vendo nego jogando no lixo. mas FDS tbm,0,3
Dorama fdp tô chorando nego,0,3
"Em meio ao UF Smash. tive oportunidade para brincar no Blazblue Tag. Já tinha hype pela franquia e curti demais o game. 

Esses dois ainda vão descer porrada em muito nego. Aguardem. ??",0,3
O foda de tudo é ouvir vários bgl e tu tá de boa . Dps tu faz e sai como FDP ????????? nego pede Pprt!,0,3
Nem a Times Square está montada para o Natal. Só aqui em Belford Roxo. nesse lixo de cidade que tem essa coisa. E nego ainda acha bonito bater palma pra maluco. Que loucura??,0,3
Hoje eu comi miojo de tomate com strogonoff e batata palha KKKKKKKKKKKKKKKKKKKKKK (se me perguntarem se eu usei droga eu nego até a morte ??,0,3
N tem um fdp p fechar de ir p pu mane. nego só quer saber de boate???????,0,3
Meu nego não para.tá na correria sempre.mto orgulho desse fdp da minha vida ????,0,3
Não merece o doce quem não provou do amargo. Nego agr tá tomado no cu cmg.,0,3
meu PC é um lixo. minha net tá na casa do caralho e a única coisa que eu queria era poder jogar CS sem ter que perder pra nego ruim,0,3
Ela ja namorou com uns 30 nego tomar no cu fdp do krlh,0,3
E digo mais. se eu ver nego pedindo medalha pra arao e renovação de rodinei eu juro de morte,0,3
Tem provas? Tem. mas eu nego de hoje em diante. até a morte??,0,3
Eu fico indignada pq nego não faz porra nenhuma pra ninguém e bebe whisky todo final de semana. aí eu q fico igual uma fdp não consigo beber UM FINAL DE SEMANA.,0,3
Não sei que tesao nego tem de jogar lixo na rua,0,3
EU ME NEGO PRO LECLERC PERDE PRA ESSE LIXO,0,3
"fiz pior? fiz! 
mas nego até a morte",0,3
"""a gnt não merece isso... a gnt é meio fdp eu nem nego mas porra... a gnt não merece isso não""",0,3
mana vamos parar de querer torcer p um país q as pessoas te chamam de macaca em qualquer oportunidade,0,3
vejo nego da minha área puto pq ganha 5k sendo junior. ah vai se fuder mlk. passa o dia com a bunda na cadeira fazendo código e ta reclamando. eu ralava todo dia carregando peso e ouvindo ordem de patrão fdp pra ganhar 1 salário. isso sim é se fuder. num fode porra,0,3
"Você pediu Uma oportunidade mais uma chance
Como Deus é bom né não nego?
Olha aí. mais um dia todo seu
Que céu azul louco hein?",0,3
Nego Brita e Cantor vcs vão pagar pela covardia que fizeram com o Morador do Quitungo Walace  ( Aro do Churrasquinho ) junto com o bandido  Cara Preta. E Balão. Vcs estão Identificados.  Boa sorte na pista apartir de ontem.,0,3
o cara me chamando pra ir no samba da gigoia. me oferecendo ingresso pra prime. convite pra viajar e entre mil outras coisas mas eu nego tudo pq só quero aquele fdp calvo dos infernos ?? tenho que tomar muito no cu mesmo. q ódio,0,3
ô nego fdp foi deitar e me deixou ir de pé pra casa ??,0,3
É foda. Você tratar todo mundo com carinho. E nego te tratar como o resto do lixo.,0,3
"nego fala ""mano como vc tem coragem de falar o nome da sua ex em um tweet"" meu parca pq eu perderia a oportunidade de aparecer no grupo das amigas dela",0,3
Nego tem oportunidade e n aproveita. da próxima nem indico ou tento ajudar ??,0,3
eu queria muito entender qual é a graça que a galera vê em fazer joguinho e brincar com as pessoas. que isso tem uma galera mto fdp por aí. nego tá nem aí p nada tá doido,0,3
Hj tem supresa né produção a volta do Thiago né que ele merece não fez nada igual que vcs fez com nego do Borel expulsa vomos aí direito fazer a volta dele que merece,0,3
a lily perdeu a oportunidade de ter ficado calada. e mesmo gostando dela. eu não nego que tô adorando ver as meninas situando ela. juro. como pode não ter o mínimo de consciência dos privilégios que sempre teve na vida?,0,3
Me nego a comentar tt de gente que vai para a lata de lixo da história. não perco meu tempo. Deixo destilando ódio na bolha deles e não caio nessa armadilha.,0,3
"T: chefe n vou lhe entregar meu atestado pq a mulher me deu 15 dias
C: ah tudo bem a Gabi ja engavetou um de 15 tbm mas se perguntarem se eu sei eu nego ate a morte
G: se eu cair ce cai também chefinha. acha que eu n sei que a senhora engavetou um tbm?
T: a gente é tudo criminosa",0,3
Vagamundo no trem é mal educado p crl né. pede informação. nego responde e da as costas sem pedir “obrigado”.. da vontade de dalhe um tapão no pé do ouvido de fdp mal educado ??,0,3
Internet virou terra de chorão. nego se vitimiza e chora por tudo. vive pra passar vergonha… tá maluco,0,3
Todo mundo diz que é melhor eu te esquecer pq vc não me merece e sempre me procura quando te convém eu não nego aceito ??,0,3
ao invés de discutir energia geotérmica.fim da obsolescência programada. lixo industrial e radioativo . nego quer salvar o meio ambiente mandando as pessoas comerem inseto,0,3
"Eu ando prateado. igual os cara do bicho
Nós tá carregando a cena
Meu Deus. preciso de um guincho
Fazendo grana. eu corro do buchicho
Verdadeiro nego drama. a flor que nasceu do lixo",0,3
Nego gosta de ganhar curtida até com a morte de alguém . mundo tá fudido mesmo,0,3
e se alguém me perguntar. eu nego até a morte homi,0,3
MORTE ao ratos da uff q tao roubando as paradas da mesinha so queria fumar um cigarrinho mas nao posso pq tem nego roubando varejo de 1 real vai se fuderrrrrr,0,3
"ontem a noite você pediu /
Você pediu / Uma oportunidade mais uma chance /
Como Deus é bom né não nego? /
Olha aí. mais um dia todo seu.",0,3
Trabalho igual um fdp. pra nego me chamar de filhinho de mamãe kk,0,3
100% de oportunidade de ser fdp e resolver tudo na base do ódio. mas vou ficar mec. pq se eu fizer isso nego nem vai me olhar mais,0,3
Engraçado ver nego acordando AGR n entendendo nada sobre a morte do twitter,0,3
"‘O tempo não cansa ontem a noite você pediu
Você pediu Uma oportunidade mais uma chance
Como Deus é bom né não nego?",0,3
A parti d hj eu n vou me preocupar com mas ninguém nessa poha . vou começa a ser ruim com geral nessa poha . pq quando nos e bom nego trata como lixo . vou começar a ser ruim com geral nessa poha,0,3
"é muito engraçado que quando nego posta ""superei meu vício em heroína"" todo mundo comemora e dá os parabéns mas se for ""superei meu vício em pornografia"" de repente ele recebe um bazilhao de ameças de morte e deboches tipo vcs nem fingem mais né kkkkkkk",0,3
Ontem à noite você pediu mais uma oportunidade. mais uma chance. Como Deus é bom né não. nego? Olha aí: mais um dia todo seu,0,3
sou muito boa pra quem não merece. não tem necessidade nenhuma de nego ficar sendo ignorante pra sair por cima,0,3
eu me nego a aceitar a morte do tt!!! eu to lutando aqui nas trincheiras desde 2009!!!!,0,3
"""Reino na terra. comandando a guerra na terra
Duzentos homens. pro nego safado
Sentença de morte. ele traiu o próprio nome
Fechadão desde infância
Só que conheceu a ganância
Eu até preferia distância
Mas o peso do poder tem balança""",0,3
"""tbt com ele é foda. ele tem o posto. fdp fode bem o nego tem o molho"" ??",0,3
Nós tem que agir igual fdp mrm pra vê se volta a ter valor. Infelizmente nós é bom e não se iguala e nego abusa disso.,0,3
Eu como macaca velha do fandom. posso dizer que nunca. repito. NUNCA vi toda essa mobilização unicamente pelo louis e pela música dele. a última vez foi com o Walls mas nem se compara! Não existe ninguém que mereça mais reconhecimento do que o Louis. ele merece isso todos os dias,0,3
Nego perde a oportunidade,0,3
Esse ser que me nego a chamar de homem é um infiltrado FDP. Ele junto com outros tantos. com certeza. está destruindo a manifestação. Ele em discussão comigo deixou claro que não estão lá para pedir intervenção militar. Estão lá fazendo o que então? Sem IM o Brasil já era.,0,3
eu nego até a morte.eu sou um baú e adoro um segredo ??,0,3
Esse Beat 3 dava uma safadinha da hora like K Camp. mas veio rap de msg. Nego gosta. nego chorando drogado nas baladinha ai da vida,0,3
"Fazendo grana . corro do buchicho 
Verdadeiro nego drama. a flor que nasceu do lixo…??",0,3
Vi agora o assalto no Engenhão. fizeram a limpa no maluco. Por isso que eu falo mané. quando pegar um desses é pra moer. quebrar braço e perna...o cara vai levar o sustento como? vai trabalhar como? vai dar o cu? Num fode e nego ainda defende esses fdp. tem que morrer mrm,0,3
Imagina matar 12 nego e dar assistência na morte de mais 12 e no final perder a partida por causa de uma call errada,0,3
se alguém perguntar eu nego até a morte,0,3
tem umas coisas que eu faço que é puro surto e se falarem que eu fiz eu nego até a morte,0,3
Nego e fdp demais o switch lite destravado na loja tinha uns 3 meses peguei pra zerar o pokemom novo o cara praticamente deu essa desgraça de graça só pra eu não jogar.,0,3
esse lance de faz o L já tá chato. vai todo mundo se fuder e nego fica faz o L. Precisamos demonizar esses 2 que polarizaram as eleições. precisamos de um candidato de verdade para 2026. Sem bolsonaro. sem o bandido do Lula. precisamos de um novo caminho pro Brasil,0,3
Nego só é amigo do bandido quando o cara morre . quado tá vivo que tirar onda indo pro baile falando que tem um amigo bandido . mais n da um conselho pro cara sair daquela vida ... aí depois vem botar texto que bla bla bla ... vai da esse cu pra lá !,0,3
"Por isso n li a novel de KinnPorsche. só as partes de VP. Nego metendo o malho no Kinn já é de se esperar kkk naquela merda lá 98% n vale NADA. os outros dois q valem vcs já sabem quem é??
Essa morte do Macau vai fod3r com todos os meus psicos e já tô passando ódio d alguns perso",0,3
"Eu acho muito legal. nego faz merda e quem paga o preço sou eu.. 

Evite decepções. seja vc a fdp!!! 

Bom dia!",0,3
